hour_index,pv_mw
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,3.44595
2336,13.3212
2337,29.8867
2338,42.7209
2339,44.6311
2340,44.6311
2341,44.6311
2342,44.6311
2343,44.6311
2344,43.4277
2345,28.7911
2346,9.21012
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,3.08806
2360,15.2029
2361,28.3535
2362,37.7985
2363,43.8114
2364,44.3552
2365,33.0189
2366,42.9256
2367,44.6311
2368,12.4137
2369,1.97821
2370,7.07588
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,3.76696
2384,14.5899
2385,31.0611
2386,44.6311
2387,44.6311
2388,44.6311
2389,44.6311
2390,44.6311
2391,44.6311
2392,44.6311
2393,31.417
2394,11.32
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,2.78909
2408,14.6811
2409,32.0531
2410,44.6311
2411,44.6311
2412,44.6311
2413,44.6311
2414,44.6311
2415,44.6311
2416,44.6311
2417,32.5662
2418,12.2719
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,2.7597
2432,14.8889
2433,32.2401
2434,44.6311
2435,44.6311
2436,44.6311
2437,44.6311
2438,44.6311
2439,44.6311
2440,44.6311
2441,31.2591
2442,10.1323
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0.432679
2456,10.0531
2457,20.9916
2458,38.0708
2459,39.6288
2460,44.6311
2461,44.6311
2462,44.6311
2463,44.6311
2464,44.6311
2465,30.7005
2466,10.7288
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,3.31191
2480,15.3024
2481,31.3563
2482,43.9105
2483,44.6311
2484,44.6311
2485,44.6311
2486,44.6311
2487,44.6311
2488,44.6311
2489,30.7762
2490,3.75951
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,3.36179
2504,15.7431
2505,30.8962
2506,20.615
2507,21.43
2508,23.5386
2509,44.6311
2510,44.6311
2511,44.6311
2512,31.1409
2513,8.42377
2514,1.95919
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,3.85312
2528,15.7181
2529,30.7639
2530,43.2652
2531,44.6311
2532,44.6311
2533,44.6311
2534,44.6311
2535,44.6311
2536,44.6311
2537,31.2003
2538,10.8746
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,3.8942
2552,15.9065
2553,31.6291
2554,44.6311
2555,44.6311
2556,44.6311
2557,44.6311
2558,44.6311
2559,44.6311
2560,44.6311
2561,31.7363
2562,10.6305
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,2.37583
2576,12.3543
2577,28.5156
2578,44.4272
2579,44.6311
2580,44.6311
2581,44.6311
2582,44.6311
2583,41.9279
2584,34.463
2585,24.5723
2586,8.29666
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,4.46451
2600,16.9329
2601,31.3781
2602,43.6934
2603,44.6311
2604,44.6311
2605,44.6311
2606,44.6311
2607,44.6311
2608,12.956
2609,9.89756
2610,4.13089
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,4.22627
2624,16.6303
2625,32.3193
2626,44.6311
2627,44.6311
2628,44.6311
2629,44.6311
2630,37.0781
2631,35.7774
2632,29.2976
2633,16.4003
2634,7.64848
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,4.22511
2648,16.7686
2649,32.6545
2650,38.4689
2651,44.6311
2652,44.6311
2653,44.6311
2654,43.6301
2655,38.2291
2656,44.6311
2657,5.41155
2658,0.984509
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,4.37519
2672,16.9436
2673,33.0673
2674,44.6311
2675,44.6311
2676,44.6311
2677,44.6311
2678,44.6311
2679,42.0272
2680,44.6311
2681,9.3678
2682,10.6523
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,4.58218
2696,16.8329
2697,28.8351
2698,41.8085
2699,44.6311
2700,44.6311
2701,44.6311
2702,44.6311
2703,44.6311
2704,44.6311
2705,34.1905
2706,7.07758
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,3.93279
2720,17.1559
2721,33.1399
2722,44.6311
2723,44.6311
2724,44.6311
2725,44.6311
2726,44.6311
2727,44.6311
2728,44.6311
2729,31.4428
2730,11.3425
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,4.28718
2744,17.2813
2745,32.8926
2746,44.6311
2747,44.6311
2748,44.6311
2749,44.6311
2750,44.6311
2751,44.6311
2752,44.6311
2753,31.0451
2754,9.57277
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,4.69719
2768,17.6609
2769,33.3434
2770,44.6311
2771,44.6311
2772,44.6311
2773,44.6311
2774,44.6311
2775,44.6311
2776,44.2973
2777,28.9702
2778,9.24282
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,4.91209
2792,17.8021
2793,33.0716
2794,44.6311
2795,44.6311
2796,44.6311
2797,44.6311
2798,44.6311
2799,44.6311
2800,44.102
2801,28.9803
2802,9.19751
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,5.16466
2816,17.3603
2817,33.2719
2818,44.6311
2819,44.6311
2820,44.6311
2821,44.6311
2822,44.6311
2823,44.6311
2824,43.9165
2825,28.8509
2826,5.5317
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,4.17046
2840,18.1036
2841,34.7842
2842,44.6311
2843,44.6311
2844,44.6311
2845,44.6311
2846,44.6311
2847,44.6311
2848,44.6311
2849,32.0377
2850,11.4656
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,4.76552
2864,13.9513
2865,25.8064
2866,44.6311
2867,44.6311
2868,44.6311
2869,44.6311
2870,44.6311
2871,44.6311
2872,44.6311
2873,33.0739
2874,12.9204
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,4.51394
2888,18.2157
2889,32.1784
2890,36.6535
2891,44.6311
2892,44.6311
2893,44.4086
2894,44.6311
2895,44.6311
2896,36.9048
2897,23.8852
2898,12.0942
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,3.96701
2912,18.5958
2913,35.1331
2914,44.6311
2915,44.6311
2916,44.6311
2917,44.6311
2918,44.6311
2919,44.6311
2920,44.6311
2921,33.9963
2922,14.0964
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,4.12071
2936,18.2807
2937,33.9096
2938,41.6343
2939,44.6311
2940,44.6311
2941,44.6311
2942,44.1273
2943,34.4591
2944,32.6314
2945,23.7478
2946,12.5926
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,4.04816
2960,17.9995
2961,31.0334
2962,41.0968
2963,44.6311
2964,44.6311
2965,31.9186
2966,44.6311
2967,44.3992
2968,25.1208
2969,32.3991
2970,12.7999
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,4.41522
2984,17.7591
2985,32.7634
2986,39.1465
2987,44.6311
2988,43.3641
2989,42.1159
2990,27.9179
2991,18.6315
2992,30.5748
2993,16.2684
2994,2.27386
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,4.19491
3008,16.4539
3009,29.6108
3010,41.4889
3011,44.6311
3012,44.6311
3013,44.6311
3014,44.6311
3015,44.6311
3016,27.6894
3017,24.249
3018,13.378
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,4.74636
3032,18.8937
3033,35.0752
3034,44.6311
3035,44.6311
3036,44.6311
3037,44.6311
3038,44.6311
3039,30.4013
3040,44.6311
3041,34.0535
3042,13.9816
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,5.03107
3056,18.6631
3057,25.5645
3058,37.6517
3059,28.4292
3060,44.6311
3061,44.6311
3062,44.6311
3063,37.4821
3064,33.1146
3065,29.5614
3066,11.8245
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,4.50763
3080,16.7554
3081,34.0558
3082,42.1129
3083,40.1497
3084,36.9355
3085,42.6911
3086,44.6311
3087,39.7039
3088,44.5977
3089,30.5333
3090,11.0903
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,4.92689
3104,19.3815
3105,35.9448
3106,44.6311
3107,44.6311
3108,44.6311
3109,44.6311
3110,44.6311
3111,36.9573
3112,24.4185
3113,10.3274
3114,2.14138
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,4.96898
3128,19.3856
3129,35.7187
3130,44.6311
3131,44.6311
3132,44.6311
3133,44.6311
3134,33.938
3135,38.3789
3136,3.27123
3137,1.69776
3138,1.36239
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,5.31419
3152,19.4609
3153,34.1342
3154,40.9048
3155,41.5602
3156,44.6311
3157,37.2918
3158,29.8567
3159,42.6093
3160,42.3848
3161,25.6992
3162,7.38405
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,5.29613
3176,19.6129
3177,35.7456
3178,44.6311
3179,44.6311
3180,44.6311
3181,44.6311
3182,44.6311
3183,34.4864
3184,44.6311
3185,33.4389
3186,13.669
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,5.26201
3200,19.6937
3201,35.8666
3202,44.6311
3203,44.6311
3204,44.6311
3205,44.6311
3206,44.6311
3207,44.6311
3208,44.6311
3209,34.2927
3210,14.6777
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,4.93834
3224,14.8362
3225,29.5108
3226,39.7361
3227,35.4781
3228,44.6311
3229,44.6311
3230,44.069
3231,21.4493
3232,20.5564
3233,15.2552
3234,10.2355
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,5.19671
3248,19.8089
3249,29.0113
3250,38.3716
3251,43.0122
3252,44.6311
3253,44.6311
3254,44.6311
3255,44.6311
3256,36.3084
3257,22.7219
3258,11.0492
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,5.22952
3272,20.1689
3273,36.3322
3274,42.7585
3275,44.6311
3276,44.6311
3277,39.3168
3278,44.6311
3279,44.6311
3280,44.6311
3281,34.4462
3282,14.7735
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,5.10575
3296,9.81744
3297,19.4292
3298,27.6881
3299,44.6311
3300,44.6311
3301,44.6311
3302,44.6311
3303,44.6311
3304,44.6311
3305,26.3065
3306,13.4173
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,5.06307
3320,11.4721
3321,17.3564
3322,31.911
3323,39.7532
3324,44.6311
3325,44.6311
3326,40.4374
3327,44.6311
3328,40.2634
3329,29.2674
3330,10.8571
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,5.77203
3344,20.2491
3345,36.3151
3346,44.6311
3347,44.6311
3348,44.6311
3349,44.6311
3350,44.6311
3351,44.2166
3352,44.2515
3353,20.8339
3354,8.65646
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,5.60351
3368,18.893
3369,33.0551
3370,36.5337
3371,44.1812
3372,44.6311
3373,44.6311
3374,44.6311
3375,44.6311
3376,44.573
3377,29.4909
3378,10.0515
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,5.99015
3392,20.2521
3393,35.6437
3394,44.6311
3395,44.6311
3396,44.6311
3397,44.6311
3398,44.6311
3399,44.6311
3400,40.4571
3401,24.6591
3402,13.141
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,6.42505
3416,20.0777
3417,35.1697
3418,44.6311
3419,44.6311
3420,44.6311
3421,44.6311
3422,43.3595
3423,44.6311
3424,44.6311
3425,35.0472
3426,15.972
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,5.66656
3440,19.1691
3441,33.2656
3442,44.6311
3443,44.6311
3444,44.6311
3445,44.6311
3446,44.6311
3447,44.6311
3448,44.6311
3449,18.6287
3450,0.365
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,6.00626
3464,20.3234
3465,35.774
3466,44.6311
3467,44.6311
3468,44.6311
3469,40.5919
3470,34.7628
3471,38.8731
3472,42.4928
3473,25.691
3474,12.3859
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,5.99462
3488,20.4923
3489,36.1351
3490,44.6311
3491,44.6311
3492,44.6311
3493,42.3767
3494,42.1863
3495,38.3348
3496,11.4264
3497,7.23554
3498,7.73683
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,6.49243
3512,20.2891
3513,35.3673
3514,44.6311
3515,44.6311
3516,44.6311
3517,44.6311
3518,44.6311
3519,44.6311
3520,44.6311
3521,30.1154
3522,15.6863
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,5.97634
3536,20.738
3537,35.2314
3538,42.195
3539,44.6311
3540,44.6311
3541,44.6311
3542,44.6311
3543,41.9067
3544,44.6311
3545,31.6416
3546,15.0074
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,6.09171
3560,18.7656
3561,33.616
3562,44.6311
3563,37.4204
3564,36.1341
3565,44.6311
3566,43.5386
3567,44.6311
3568,2.77088
3569,5.31896
3570,3.14863
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,5.81907
3584,20.8061
3585,36.6153
3586,39.2115
3587,44.1354
3588,40.0055
3589,44.6311
3590,28.8566
3591,37.9036
3592,28.3789
3593,7.587
3594,4.60514
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,5.57885
3608,17.5017
3609,22.9913
3610,38.2235
3611,44.6311
3612,44.6311
3613,44.6311
3614,41.7582
3615,43.5806
3616,18.3467
3617,11.2993
3618,1.37744
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,5.94444
3632,20.111
3633,35.3225
3634,44.6311
3635,44.6311
3636,44.6311
3637,44.6311
3638,44.6311
3639,36.3289
3640,32.0771
3641,25.4419
3642,10.379
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,6.20888
3656,20.3454
3657,35.3479
3658,38.0286
3659,44.6311
3660,44.6311
3661,44.6311
3662,42.79
3663,38.5618
3664,44.6311
3665,33.9871
3666,15.7013
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,1.14364
3680,8.3766
3681,18.9908
3682,32.7151
3683,42.7032
3684,44.6311
3685,44.6311
3686,44.6311
3687,10.9877
3688,13.2038
3689,25.5675
3690,14.23
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,6.01748
3704,20.6392
3705,36.3112
3706,44.6311
3707,44.6311
3708,44.6311
3709,44.6311
3710,44.6311
3711,44.6311
3712,44.6311
3713,25.8551
3714,4.05067
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,5.85689
3728,20.4223
3729,36.1995
3730,44.6311
3731,44.6311
3732,44.6311
3733,44.6311
3734,44.6311
3735,44.6311
3736,44.6311
3737,20.5984
3738,9.48071
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,5.44078
3752,20.3765
3753,36.0801
3754,38.1465
3755,31.7206
3756,44.6311
3757,44.6311
3758,44.6311
3759,44.6311
3760,44.6311
3761,34.5364
3762,1.8272
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,5.4575
3776,19.9564
3777,32.3781
3778,38.6285
3779,44.6311
3780,44.6311
3781,44.6311
3782,44.6311
3783,6.76661
3784,2.33196
3785,17.0414
3786,6.48084
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,6.85699
3800,16.9901
3801,28.0875
3802,44.6311
3803,44.6311
3804,41.1444
3805,44.6311
3806,44.6311
3807,41.9779
3808,27.9545
3809,25.1204
3810,8.63941
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0.19052
3824,5.93273
3825,23.1278
3826,44.6311
3827,44.6311
3828,44.6311
3829,44.6311
3830,44.6311
3831,44.6311
3832,44.6311
3833,10.1847
3834,11.8793
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0.190327
3848,8.89827
3849,1.76666
3850,5.01881
3851,14.0611
3852,36.731
3853,31.477
3854,7.46456
3855,21.7677
3856,5.8535
3857,9.56125
3858,5.25272
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0.441112
3872,3.23552
3873,23.7764
3874,26.8378
3875,34.7903
3876,44.6311
3877,44.6311
3878,44.6311
3879,44.6311
3880,44.6311
3881,26.2125
3882,12.3821
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,5.02285
3896,13.5795
3897,17.1492
3898,40.2049
3899,44.5117
3900,37.0466
3901,44.6311
3902,44.6311
3903,34.5212
3904,37.546
3905,21.3989
3906,9.41831
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0.254934
3920,5.75403
3921,5.01163
3922,13.0365
3923,25.0295
3924,32.2896
3925,44.6311
3926,34.4337
3927,25.3305
3928,14.9699
3929,7.17325
3930,3.05212
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0.635083
3944,14.1009
3945,29.8067
3946,38.3409
3947,41.7237
3948,44.6311
3949,44.6311
3950,44.6311
3951,44.6311
3952,2.23788
3953,15.1071
3954,7.13398
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,6.65322
3968,19.2505
3969,28.0164
3970,32.8078
3971,44.6311
3972,44.6311
3973,44.6311
3974,44.6311
3975,41.036
3976,30.3587
3977,13.2365
3978,12.6628
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,5.58944
3992,20.0019
3993,32.3762
3994,37.2287
3995,39.9851
3996,44.6311
3997,25.3026
3998,42.9676
3999,42.7829
4000,35.4158
4001,25.7173
4002,4.08384
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,5.5448
4016,18.3068
4017,31.6122
4018,39.6505
4019,42.3125
4020,44.6311
4021,44.6311
4022,11.6109
4023,3.12632
4024,4.66496
4025,8.25062
4026,2.60904
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,1.21417
4040,2.14256
4041,7.21564
4042,3.07569
4043,7.99929
4044,4.82678
4045,10.1343
4046,4.39723
4047,6.76793
4048,4.28527
4049,11.319
4050,3.11316
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0.191528
4064,14.0011
4065,19.9835
4066,23.2294
4067,30.8308
4068,32.4827
4069,35.2566
4070,24.7405
4071,14.273
4072,5.15641
4073,5.73248
4074,1.81219
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,5.55094
4088,10.5222
4089,3.04451
4090,23.2137
4091,25.7573
4092,21.6407
4093,22.6715
4094,11.2956
4095,28.5172
4096,5.10378
4097,9.36151
4098,3.12369
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,1.74433
4112,10.765
4113,22.2735
4114,29.3479
4115,37.1978
4116,31.9119
4117,24.5841
4118,15.8211
4119,33.7802
4120,20.2797
4121,22.1992
4122,11.0109
4123,0
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0.443278
4136,3.89475
4137,21.381
4138,35.1316
4139,29.1375
4140,44.6311
4141,39.6614
4142,31.4578
4143,30.0395
4144,7.529
4145,0.963317
4146,3.05582
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,1.68371
4160,8.32828
4161,9.60525
4162,29.9137
4163,30.0082
4164,34.9504
4165,44.6311
4166,44.6311
4167,44.6311
4168,37.6221
4169,24.351
4170,10.7518
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,4.20434
4184,19.2154
4185,34.3025
4186,44.6311
4187,44.6311
4188,44.6311
4189,44.6311
4190,44.6311
4191,44.6311
4192,44.6311
4193,32.7162
4194,12.2466
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,5.46716
4208,19.8123
4209,35.715
4210,44.6311
4211,44.6311
4212,44.6311
4213,44.6311
4214,44.6311
4215,44.6311
4216,22.4697
4217,36.4663
4218,18.4539
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0
4231,5.76751
4232,19.7622
4233,35.4553
4234,44.6311
4235,44.2009
4236,44.6311
4237,44.6311
4238,44.6311
4239,44.6311
4240,44.6311
4241,26.858
4242,9.61785
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,5.55957
4256,19.3663
4257,33.9842
4258,44.6311
4259,44.6311
4260,44.6311
4261,44.6311
4262,44.6311
4263,44.6311
4264,44.6311
4265,35.659
4266,17.3981
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,5.28077
4280,19.0496
4281,33.7951
4282,44.6311
4283,29.5717
4284,30.1698
4285,44.6311
4286,44.6311
4287,35.4232
4288,29.2057
4289,12.5397
4290,5.54514
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,5.53973
4304,19.0951
4305,34.2195
4306,44.6311
4307,43.7796
4308,37.0811
4309,44.6311
4310,44.6311
4311,37.0876
4312,34.5811
4313,18.1966
4314,7.71334
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,1.35067
4328,0.637867
4329,3.2651
4330,2.88863
4331,4.18564
4332,5.45701
4333,6.90216
4334,15.4637
4335,12.8144
4336,9.08041
4337,8.46857
4338,4.61254
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,2.75189
4352,16.3534
4353,33.8964
4354,44.6311
4355,44.6311
4356,44.6311
4357,44.6311
4358,44.6311
4359,27.5745
4360,44.6311
4361,33.9514
4362,16.3693
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,4.40226
4376,17.734
4377,29.088
4378,36.3383
4379,44.6311
4380,44.6311
4381,44.6311
4382,35.8102
4383,40.1896
4384,37.5356
4385,6.61692
4386,0.69873
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,4.62577
4400,11.4822
4401,31.2958
4402,39.4553
4403,44.6311
4404,44.6311
4405,13.3631
4406,13.2899
4407,15.5418
4408,2.63986
4409,10.5497
4410,4.14923
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,4.94996
4424,16.8588
4425,29.3261
4426,39.4463
4427,44.6311
4428,44.6311
4429,38.089
4430,44.6311
4431,44.6311
4432,17.839
4433,8.53016
4434,0.911346
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,2.53212
4448,7.98611
4449,10.348
4450,24.0989
4451,35.753
4452,44.6311
4453,44.6311
4454,44.6311
4455,40.9787
4456,32.1597
4457,32.967
4458,8.64513
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,4.86962
4472,17.6409
4473,28.3399
4474,42.2394
4475,44.6311
4476,44.6311
4477,44.6311
4478,44.6311
4479,44.6311
4480,37.771
4481,17.1142
4482,3.68665
