hour_index,pv_mw
205,44.6311
206,44.6311
207,28.6432
208,6.79602
209,5.31326
210,0.0815636
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0.0701364
224,4.13041
225,12.8319
226,23.6304
227,37.9144
228,40.5785
229,42.6467
230,22.0492
231,6.67736
232,22.0167
233,5.22753
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0.113924
248,4.16393
249,11.8096
250,27.532
251,39.6532
252,44.6311
253,21.7898
254,22.6664
255,27.6136
256,3.72968
257,16.9859
258,0.0400794
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,3.6677
273,11.8739
274,25.9876
275,27.5378
276,13.6228
277,30.0249
278,22.1215
279,31.7682
280,26.1911
281,11.3688
282,0.945831
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,4.66535
297,12.0614
298,20.7438
299,27.4108
300,38.4674
301,27.875
302,40.7757
303,38.5324
304,25.4978
305,17.6389
306,0.765696
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0.0580702
320,3.74392
321,12.0336
322,27.4708
323,39.6107
324,37.8456
325,19.6352
326,34.9413
327,29.2571
328,32.4275
329,17.9001
330,0.426829
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0.0148314
344,3.9075
345,12.222
346,27.2575
347,39.6581
348,44.6311
349,44.6311
350,44.6311
351,42.5737
352,32.5619
353,17.6818
354,1.47691
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0.0144548
368,4.01965
369,12.2461
370,27.2119
371,39.3663
372,44.6311
373,44.6311
374,44.6311
375,42.2749
376,32.8011
377,18.4422
378,0.763477
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0.0114117
392,4.02164
393,11.9919
394,26.9868
395,38.6462
396,44.6311
397,44.6311
398,44.6311
399,42.1419
400,32.5157
401,17.7993
402,1.5461
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0.0104879
416,2.80469
417,5.1326
418,13.3754
419,28.8603
420,36.4095
421,44.6311
422,44.6311
423,42.3045
424,32.9061
425,18.157
426,1.639
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0.011145
440,4.10911
441,12.3458
442,27.3492
443,39.8544
444,44.6311
445,44.6311
446,32.8022
447,34.4073
448,22.9775
449,14.204
450,1.27728
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0.0520338
464,3.79717
465,12.4703
466,28.5244
467,30.3543
468,33.1776
469,26.8049
470,38.7573
471,24.4116
472,32.183
473,15.5502
474,2.12333
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,4.24163
489,8.97281
490,23.1978
491,27.0947
492,22.4136
493,13.2854
494,19.1512
495,44.6311
496,35.2045
497,20.2218
498,2.72628
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0.0138737
512,4.62622
513,13.3332
514,29.4574
515,42.0859
516,44.6311
517,44.6311
518,44.6311
519,44.6311
520,36.4367
521,21.1424
522,3.09592
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,4.27635
537,13.1249
538,21.9174
539,29.7185
540,34.8915
541,44.6311
542,44.6311
543,41.9253
544,34.5523
545,20.7506
546,2.17563
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,4.08712
561,12.5343
562,27.4793
563,30.2514
564,31.476
565,19.4206
566,6.33916
567,6.1467
568,3.38875
569,1.09033
570,0.213043
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,2.10207
585,10.4524
586,18.4303
587,24.9683
588,28.3668
589,38.7252
590,28.4722
591,4.53949
592,5.69858
593,5.70897
594,2.01563
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,4.0804
609,13.236
610,25.4189
611,33.6971
612,32.6886
613,36.0883
614,32.5309
615,40.2914
616,28.994
617,19.884
618,4.05692
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,3.79065
633,13.1087
634,29.0029
635,41.226
636,44.6311
637,44.6311
638,44.6311
639,44.6311
640,37.9719
641,23.1372
642,4.74783
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0.012838
656,4.20708
657,13.4558
658,28.9691
659,41.0888
660,44.6311
661,44.6311
662,44.6311
663,44.6311
664,37.8398
665,22.9736
666,4.77985
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0.0136825
680,4.67071
681,14.2175
682,29.3773
683,41.1542
684,44.6311
685,44.6311
686,44.6311
687,44.6311
688,32.852
689,21.185
690,2.77762
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,5.37993
705,14.6188
706,29.2994
707,41.2839
708,44.6311
709,44.6311
710,44.6311
711,44.6311
712,36.4719
713,21.4058
714,4.07846
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,5.24285
729,15.1682
730,29.949
731,31.8518
732,44.6311
733,39.6877
734,44.167
735,26.3577
736,24.7749
737,21.3792
738,2.71236
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,5.05989
753,17.3253
754,30.7501
755,43.5439
756,44.6311
757,44.6311
758,44.6311
759,36.1139
760,27.4384
761,15.2604
762,2.95443
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,6.3169
777,15.0952
778,31.4738
779,44.3778
780,44.6311
781,44.6311
782,44.6311
783,44.6311
784,38.569
785,23.3995
786,5.07673
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,6.4207
801,14.7504
802,30.7821
803,43.578
804,38.1823
805,44.6311
806,40.9277
807,44.6311
808,37.7282
809,20.6321
810,5.16325
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,4.11047
825,15.2398
826,24.3746
827,31.7375
828,36.6327
829,42.1994
830,35.6362
831,22.1287
832,12.497
833,6.96951
834,0.945253
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0.982126
849,3.14489
850,11.8639
851,18.6159
852,20.1299
853,31.9299
854,44.6311
855,25.5241
856,16.803
857,6.27863
858,0.892515
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,4.19406
873,14.7791
874,30.8773
875,43.2883
876,44.6311
877,44.6311
878,44.6311
879,44.6311
880,37.4447
881,23.0727
882,2.11089
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,4.29787
897,16.2814
898,30.957
899,32.8507
900,16.7499
901,19.1023
902,32.6306
903,29.795
904,9.73119
905,9.57128
906,1.46537
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,4.54535
921,15.5941
922,21.5028
923,41.7006
924,44.6311
925,44.6311
926,44.6311
927,12.3138
928,19.1405
929,24.3737
930,6.61842
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,3.9303
945,15.3808
946,31.1682
947,43.7208
948,44.6311
949,44.6311
950,44.6311
951,44.6311
952,20.4015
953,24.9299
954,6.52315
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,4.27472
969,15.5606
970,30.5701
971,42.7485
972,44.6311
973,44.6311
974,44.6311
975,44.6311
976,39.3747
977,25.2598
978,6.79211
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,3.73332
993,15.5638
994,31.6572
995,43.727
996,44.6311
997,44.6311
998,44.6311
999,44.6311
1000,38.9551
1001,24.251
1002,6.69979
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,4.96681
1017,16.1612
1018,31.8155
1019,26.1673
1020,38.8884
1021,44.6311
1022,44.6311
1023,28.7629
1024,17.8838
1025,19.8003
1026,4.4418
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,4.689
1041,16.5219
1042,32.2611
1043,44.3849
1044,44.6311
1045,44.6311
1046,44.6311
1047,44.6311
1048,38.8985
1049,14.137
1050,3.54123
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,5.2229
1065,16.9557
1066,32.1173
1067,43.7647
1068,44.6311
1069,44.6311
1070,44.6311
1071,37.1748
1072,16.2382
1073,24.0149
1074,5.49623
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,5.30942
1089,17.006
1090,32.6356
1091,44.5216
1092,44.6311
1093,44.6311
1094,44.6311
1095,44.6311
1096,38.6164
1097,24.2524
1098,6.20741
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0.267596
1112,3.92603
1113,16.9965
1114,33.5061
1115,44.6311
1116,44.6311
1117,44.6311
1118,44.6311
1119,44.6311
1120,39.2743
1121,25.0692
1122,6.39518
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0.319872
1136,3.98233
1137,17.3529
1138,34.028
1139,44.6311
1140,44.6311
1141,44.6311
1142,44.6311
1143,44.6311
1144,40.1818
1145,25.347
1146,6.61238
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0.329951
1160,7.2345
1161,17.7493
1162,33.9524
1163,44.6311
1164,44.6311
1165,44.6311
1166,44.6311
1167,44.6311
1168,40.1639
1169,20.6598
1170,7.02903
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0.297737
1184,4.86878
1185,18.0839
1186,34.4084
1187,44.6311
1188,44.6311
1189,44.6311
1190,44.6311
1191,44.6311
1192,41.286
1193,27.2004
1194,8.06148
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0.388989
1208,4.69564
1209,18.3953
1210,34.8555
1211,44.6311
1212,44.6311
1213,44.6311
1214,44.6311
1215,44.6311
1216,42.4032
1217,27.4776
1218,7.64823
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0.404996
1232,5.0918
1233,18.6505
1234,34.9908
1235,44.6311
1236,44.6311
1237,44.6311
1238,44.6311
1239,44.6311
1240,41.2155
1241,26.3484
1242,7.69102
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0.519716
1256,4.5938
1257,18.89
1258,35.1991
1259,44.6311
1260,44.6311
1261,44.6311
1262,44.6311
1263,44.6311
1264,41.4556
1265,26.4843
1266,7.16074
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0.308473
1280,7.99926
1281,19.2479
1282,31.6678
1283,40.8476
1284,44.6311
1285,44.6311
1286,44.6311
1287,31.4968
1288,29.2315
1289,3.23702
1290,0.735731
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0.531534
1304,5.36724
1305,19.6492
1306,36.5182
1307,38.758
1308,44.6311
1309,44.6311
1310,44.6311
1311,14.2806
1312,31.3871
1313,9.85391
1314,8.35754
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0.653244
1328,5.0608
1329,19.896
1330,36.4431
1331,44.6311
1332,44.6311
1333,44.6311
1334,44.6311
1335,44.6311
1336,41.8886
1337,27.3305
1338,7.64398
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0.786611
1352,4.77388
1353,20.2791
1354,37.4811
1355,44.6311
1356,44.6311
1357,44.6311
1358,44.6311
1359,44.6311
1360,42.0902
1361,27.2043
1362,7.75882
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0.136692
1376,4.77146
1377,19.1032
1378,33.7152
1379,42.9746
1380,44.6311
1381,42.5329
1382,40.5371
1383,12.042
1384,23.3547
1385,13.0397
1386,2.82227
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0.936098
1400,4.94587
1401,20.7737
1402,34.6881
1403,37.9764
1404,29.5393
1405,26.4615
1406,32.7014
1407,20.6176
1408,24.8219
1409,4.99032
1410,8.18165
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,4.92842
1425,20.7441
1426,37.4011
1427,44.6311
1428,44.6311
1429,44.6311
1430,33.4859
1431,44.6311
1432,19.4622
1433,27.7228
1434,2.137
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0.799968
1448,6.43225
1449,18.5551
1450,27.4219
1451,22.7157
1452,24.0173
1453,37.6103
1454,44.402
1455,12.951
1456,10.8305
1457,8.74374
1458,0.185966
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0.434986
1472,5.79492
1473,21.4352
1474,38.2303
1475,44.6311
1476,44.6311
1477,44.6311
1478,44.6311
1479,42.9639
1480,22.7959
1481,14.9401
1482,1.64517
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0.987082
1496,6.29813
1497,10.5427
1498,7.15975
1499,23.1814
1500,28.7103
1501,17.24
1502,13.8048
1503,7.03235
1504,14.109
1505,25.0673
1506,7.54904
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1.20024
1520,6.25955
1521,22.0685
1522,38.4138
1523,44.6311
1524,44.6311
1525,44.6311
1526,44.6311
1527,44.6311
1528,27.4407
1529,28.9353
1530,9.08681
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1.36996
1544,6.4419
1545,22.7385
1546,39.2126
1547,44.6311
1548,44.6311
1549,44.6311
1550,44.6311
1551,44.6311
1552,40.9453
1553,30.4463
1554,10.0278
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,1.23902
1568,6.81858
1569,22.764
1570,36.3001
1571,44.6311
1572,44.6311
1573,44.6311
1574,44.6311
1575,44.6311
1576,39.3901
1577,25.3033
1578,10.0321
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,1.42171
1592,6.73112
1593,23.3356
1594,39.5914
1595,44.6311
1596,44.6311
1597,44.6311
1598,44.6311
1599,44.6311
1600,43.6305
1601,29.5766
1602,9.79666
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0.69807
1616,7.85288
1617,20.1672
1618,27.4053
1619,34.7277
1620,41.0744
1621,44.6311
1622,44.6311
1623,44.6311
1624,32.0539
1625,19.0448
1626,4.72094
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,1.37103
1640,7.56377
1641,23.6325
1642,40.0756
1643,44.6311
1644,44.6311
1645,44.6311
1646,44.6311
1647,44.6311
1648,43.2943
1649,28.7501
1650,9.40056
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,1.44584
1664,7.9062
1665,23.6452
1666,39.3934
1667,44.6311
1668,44.6311
1669,44.6311
1670,44.6311
1671,44.6311
1672,43.0623
1673,29.3509
1674,9.89348
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,1.57703
1688,7.67037
1689,23.5741
1690,39.1717
1691,44.6311
1692,44.6311
1693,44.6311
1694,44.6311
1695,44.6311
1696,42.6767
1697,28.999
1698,9.86366
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,1.72193
1712,7.83705
1713,23.469
1714,35.3331
1715,40.4323
1716,44.6311
1717,44.6311
1718,44.6311
1719,44.6311
1720,39.0766
1721,28.8249
1722,9.39046
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,1.14522
1736,8.47661
1737,23.8459
1738,34.1393
1739,43.4261
1740,44.6311
1741,44.6311
1742,44.6311
1743,44.6311
1744,41.3442
1745,28.5256
1746,8.39189
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1.95983
1760,8.05686
1761,24.4129
1762,40.0681
1763,44.6311
1764,44.6311
1765,32.0957
1766,44.6311
1767,38.0587
1768,19.627
1769,14.7914
1770,2.86129
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,1.98948
1784,8.72189
1785,24.7747
1786,40.4137
1787,44.6311
1788,44.6311
1789,44.6311
1790,41.4504
1791,21.6022
1792,24.5554
1793,28.4083
1794,8.67958
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,2.10556
1808,9.23251
1809,25.4395
1810,41.0148
1811,44.6311
1812,44.6311
1813,44.6311
1814,44.6311
1815,44.6311
1816,39.193
1817,29.4973
1818,9.34967
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,2.14524
1832,9.12014
1833,26.0873
1834,41.9849
1835,44.6311
1836,44.6311
1837,44.6311
1838,44.6311
1839,44.6311
1840,44.6311
1841,31.286
1842,10.7176
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,2.37353
1856,9.0046
1857,26.7601
1858,43.0611
1859,44.6311
1860,44.6311
1861,44.6311
1862,41.6272
1863,44.6311
1864,16.055
1865,29.3062
1866,10.9366
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,2.33459
1880,9.39821
1881,27.1721
1882,43.3989
1883,44.6311
1884,44.6311
1885,44.6311
1886,44.6311
1887,35.1243
1888,44.6311
1889,31.2755
1890,11.2543
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,1.49741
1904,9.56666
1905,26.0154
1906,39.5397
1907,44.4833
1908,44.6311
1909,42.4385
1910,38.9369
1911,36.4213
1912,27.441
1913,14.5552
1914,1.76638
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,1.60977
1928,9.3872
1929,11.6176
1930,32.9219
1931,24.6471
1932,18.8104
1933,44.6311
1934,44.6311
1935,44.6311
1936,44.6311
1937,32.4195
1938,11.9813
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,2.39854
1952,9.68373
1953,26.1433
1954,40.2159
1955,44.6311
1956,44.6311
1957,44.6311
1958,44.6311
1959,44.6311
1960,44.6311
1961,30.5416
1962,9.81266
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,2.47486
1976,11.4221
1977,26.2561
1978,40.4886
1979,44.5492
1980,44.6311
1981,44.6311
1982,44.6311
1983,44.6311
1984,44.6311
1985,30.9061
1986,10.6421
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,2.50397
2000,10.0238
2001,26.82
2002,41.1838
2003,44.6311
2004,44.6311
2005,44.6311
2006,44.6311
2007,44.6311
2008,44.6311
2009,31.7706
2010,11.1528
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,2.71392
2024,10.8064
2025,26.7228
2026,40.774
2027,44.6311
2028,44.6311
2029,39.1612
2030,44.6311
2031,44.6311
2032,44.6311
2033,30.2768
2034,9.6469
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,2.48226
2048,10.3509
2049,27.8732
2050,43.0958
2051,44.6311
2052,44.6311
2053,44.6311
2054,35.0349
2055,44.6311
2056,15.8113
2057,12.5129
2058,4.64428
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,2.02683
2072,10.1163
2073,24.9132
2074,38.6476
2075,44.6311
2076,44.6311
2077,44.6311
2078,44.6311
2079,28.3492
2080,26.2661
2081,5.4192
2082,1.3685
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,1.34965
2096,7.28656
2097,26.2821
2098,36.1996
2099,44.6311
2100,44.6311
2101,44.6311
2102,44.6311
2103,41.9937
2104,36.8045
2105,28.7718
2106,9.15793
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,2.73727
2120,11.6464
2121,28.9431
2122,43.684
2123,44.6311
2124,44.6311
2125,44.6311
2126,44.6311
2127,29.1287
2128,38.381
2129,31.1773
2130,10.4907
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,2.7169
2144,11.8758
2145,28.9833
2146,43.3314
2147,44.6311
2148,44.6311
2149,44.6311
2150,44.6311
2151,44.6311
2152,42.9377
2153,30.6128
2154,10.0215
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,2.88838
2168,12.0319
2169,29.3792
2170,44.1141
2171,44.6311
2172,44.6311
2173,44.6311
2174,44.6311
2175,44.6311
2176,44.6311
2177,31.7575
2178,11.6019
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,2.46654
2192,11.9537
2193,29.2087
2194,43.5039
2195,44.6311
2196,44.6311
2197,44.6311
2198,25.5737
2199,17.3776
2200,43.9823
2201,28.7029
2202,5.19728
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,2.86392
2216,12.8879
2217,29.356
2218,43.7104
2219,44.6311
2220,44.6311
2221,44.6311
2222,44.6311
2223,44.6311
2224,44.6311
2225,32.1525
2226,11.3173
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,2.80114
2240,13.0455
2241,29.8581
2242,44.2156
2243,44.6311
2244,44.6311
2245,44.6311
2246,44.6311
2247,44.6311
2248,44.6311
2249,33.6456
2250,12.7502
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,2.91278
2264,13.3537
2265,29.8029
2266,44.097
2267,44.6311
2268,44.6311
2269,44.6311
2270,44.6311
2271,44.6311
2272,44.6311
2273,33.068
2274,12.2237
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,2.6898
2288,13.2898
2289,30.52
2290,44.6311
2291,44.6311
2292,44.6311
2293,44.6311
2294,44.6311
2295,44.6311
2296,44.6311
2297,35.3652
2298,14.426
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,2.75126
2312,13.5422
2313,30.6098
2314,44.4932
2315,44.6311
2316,44.6311
2317,44.6311
2318,44.6311
2319,44.6311
2320,44.6311
2321,32.6321
2322,11.5696
2323,0
